id,name,name_to_match,type,lang,notes
012g45386,Papua New Guinea University of Technology,papua new guinea university of technology,1,en,
012g45386,Unitech,unitech,2,en,
012hetj48,Forum For Social Studies,forum for social studies,1,en,
012hetj48,FSS,fss,10,en,
012rwzc24,Shanghai Biomodel Organism,shanghai biomodel organism,1,en,
012rwzc24,Shanghai Biomodel Organism Science & Technology Development,shanghai biomodel organism science & technology development,2,en,
012rwzc24,上海南方模式生物科技发展有限公司,上海南方模式生物科技发展有限公司,2,zh,
012sdwt38,BBJ,bbj,10,en,
012sdwt38,BioBank Japan,biobank japan,1,en,
012sdwt38,Office of Tailor-made Medical Treatment Program,office of tailor-made medical treatment program,2,en,
012sdwt38,バイオバンク ジャパン,バイオバンク ジャパン,2,ja,
012ttce43,GosNIIAS,gosniias,2,ru,
012ttce43,State Scientific Research Institute of Aviation Systems,state scientific research institute of aviation systems,1,en,
012ttce43,ГосНИИАС,госнииас,10,ru,
012ttce43,Государственный научно-исследовательский институт авиационных систем,государственный научно-исследовательский институт авиационных систем,2,ru,
012wsxz85,Hydro-Lab,hydro-lab,2,en,
012wsxz85,State Key Laboratory of Hydrology-Water Resources and Hydraulic Engineering,state key laboratory of hydrology-water resources and hydraulic engineering,1,en,
012wsxz85,水文水资源与水利工程科学国家重点实验室,水文水资源与水利工程科学国家重点实验室,2,zh,
01385bp05,UbuntuNet Alliance,ubuntunet alliance,2,en,
01385bp05,UbuntuNet Alliance for Research and Education Networking,ubuntunet alliance for research and education networking,1,en,
0139hn422,PAL,pal,10,en,
0139hn422,PAL LTER,pal lter,10,en,
0139hn422,Palmer Long Term Ecological Research,palmer long term ecological research,1,en,
0139hn422,Palmer LTER,palmer lter,2,en,
013ch2r08,Anko,anko,2,ja,
013ch2r08,Fukushima Prefectural Asaka High School,fukushima prefectural asaka high school,1,en,
013ch2r08,Fukushima-ken Ritsu Asaka Kōtō Gakkō,fukushima-ken ritsu asaka kōtō gakkō,2,ja,
013ch2r08,福島県立安積高等学校,福島県立安積高等学校,2,ja,
013fj3d42,DerzhdorNDI SE,derzhdorndi se,2,uk,
013fj3d42,DNDI,dndi,10,uk,
013fj3d42,"State Enterprise ""State Road Research Institute named M.P.Shulgina",state enterprise state road research institute named mpshulgina,1,en,
013m0ac37,IIE MSA,iie msa,1,en,
013m0ac37,Monash South Africa,monash south africa,2,en,
013m0ac37,Monash University - South Africa Campus,monash university - south africa campus,2,en,
013m0ac37,MSA,msa,10,en,
013ps2585,medica mondiale,medica mondiale,2,it,global terminology
013ps2585,medica mondiale e.V.,medica mondiale ev,1,it,
013t7dx52,ICT Unie,ict unie,1,en,
013w2d378,Federal State Institution of Science Institute for Information Transmission Problems. AA Kharkevich Russian Academy of Sciences,federal state institution of science institute for information transmission problems aa kharkevich russian academy of sciences,2,en,
013w2d378,IITP,iitp,10,en,
013w2d378,Institute for Information Transmission Problems,institute for information transmission problems,1,en,
013w2d378,Kharkevich Institute,kharkevich institute,2,"pep, en",
013w2d378,Kharkevich RAS,kharkevich ras,2,"pep, ru",
013w2d378,RAS IPPI,ras ippi,10,ru,
013w2d378,Федеральное государственное бюджетное учреждение науки Институт проблем передачи информации им. А.А. Харкевича Российской академии наук,федеральное государственное бюджетное учреждение науки институт проблем передачи информации им аа харкевича российской академии наук,2,ru,
013x0ky90,Alexander Fleming Biomedical Sciences Research Center,alexander fleming biomedical sciences research center,1,en,
013x0ky90,BSRC Alexander Fleming,bsrc alexander fleming,2,en,
013x0ky90,Ερευνητικό Κέντρο Βιοϊατρικών Επιστημών Αλέξανδρος Φλέμιγκ,ερευνητικό κέντρο βιοϊατρικών επιστημών αλέξανδρος φλέμιγκ,2,el,
0141dj035,Koutokukai,koutokukai,2,ja,
0141dj035,Satō Hospital,satō hospital,2,en,
0141dj035,Satou Hospital,satou hospital,1,en,
01460j859,Polytechnic University of Valencia,polytechnic university of valencia,2,en,
01460j859,Technical University of Valencia,technical university of valencia,2,en,
01460j859,Universidad Politécnica de Valencia,universidad politécnica de valencia,2,es,
01460j859,Universitat Politècnica de València,universitat politècnica de valència,1,ca,
01460j859,UPV,upv,10,"ca,es",
0146m4n64,Qatar Central Bank,qatar central bank,1,en,
0146m4n64,Qatar Dubai Currency Board,qatar dubai currency board,2,en,
0146m4n64,Qatar Monetary Agency,qatar monetary agency,2,en,
0146m4n64,QCB,qcb,10,en,
0146m4n64,مصرف قطر المركزي,مصرف قطر المركزي,2,ar,
014jj9v53,SNEHA,sneha,2,en,
014jj9v53,Society for Nutrition Education and Health Action,society for nutrition education and health action,1,en,
014xvjk95,Observatory and Planetarium of Prešov,observatory and planetarium of prešov,1,en,
01527h266,EFInA,efina,2,en,
01527h266,Enhancing Financial Innovation & Access,enhancing financial innovation & access,1,en,
01599zj86,Guangxi Hydraulic Power Machinery Research Institute,guangxi hydraulic power machinery research institute,1,en,
01599zj86,Guangxi Zhengyuan Machinery,guangxi zhengyuan machinery,2,en,
01599zj86,广西水利机械研究所,广西水利机械研究所,2,zh,
015aet155,Euromedica,euromedica,1,neo,
015b9mz47,Artworks Cymru,artworks cymru,1,"cy, en",
015bdn754,Hanalei Watershed Hui,hanalei watershed hui,1,en,
015bdn754,The Hui,the hui,2,en,
015e2vx95,IIC Tokyo,iic tokyo,2,it,
015e2vx95,Istituto Italiano di Cultura Tokyo,istituto italiano di cultura tokyo,2,it,
015e2vx95,"Italian Cultural Institute, Tokyo",italian cultural institute tokyo,1,en,
015e2vx95,イタリア文化会館,イタリア文化会館,2,ja,
015e2vx95,タリアぶんかかいかん,タリアぶんかかいかん,2,ja,
015g9sa94,ABC,abc,10,en,
015g9sa94,AgBank,agbank,2,en,
015g9sa94,Agricultural Bank of China,agricultural bank of china,1,en,
015n5ef16,QCC,qcc,10,en,
015n5ef16,Quinsig,quinsig,2,en,
015n5ef16,Quinsigamond Community College,quinsigamond community college,1,en,
015nzpb92,Baldoyle Forum,baldoyle forum,1,en,
015p0jm93,Aoyama Gakuin Kindergarten,aoyama gakuin kindergarten,1,en,
015p0jm93,青山学院幼稚園,青山学院幼稚園,2,ja,
015zds189,ADOT&PF,adot&pf,10,en,
015zds189,Alaska Department of Transportation & Public Facilities,alaska department of transportation & public facilities,2,en,
015zds189,Alaska Department of Transportation and Public Facilities,alaska department of transportation and public facilities,1,en,
015zds189,Alaska DOT&PF,alaska dot&pf,2,en,
015zds189,AlaskaDOTPF,alaskadotpf,2,en,
015zds189,DOT&PF,dot&pf,10,en,
015zds189,"Transportation & Public Facilities, State of Alaska",transportation & public facilities state of alaska,2,en,
0160cpw27,UAlberta,ualberta,2,en,
0160cpw27,Université de l'Alberta,université de l’alberta,2,fr,
0160cpw27,University of Alberta,university of alberta,1,en,
016782g02,ELA,ela,10,en,
016782g02,ELA ngo,ela ngo,2,unk,
016782g02,ELA vzw,ela vzw,2,unk,
016782g02,European Association for Education Law and Policy,european association for education law and policy,1,en,
0168fvh11,Chengdu Panda Base,chengdu panda base,2,en,
0168fvh11,Chengdu Research Base of Giant Panda Breeding,chengdu research base of giant panda breeding,1,en,
0168fvh11,成都大熊猫繁育研究基地,成都大熊猫繁育研究基地,2,zh,
016en3a39,IMI TAMI Institute for Research and Development,imi tami institute for research and development,1,cm,"Commercial company, IMI = Israeli Mining Industries, part of the ICL group"
016en3a39,TAMI,tami,2,cm,
016s36n27,Asia Centre,asia centre,1,en,
016vktt70,"Giprotruboprovod, JSC",giprotruboprovod jsc,1,ru,
016vktt70,"Open Joint-Stock Company ""Institute for the Design of Trunk Pipelines""",open joint-stock company institute for the design of trunk pipelines,2,en,
016vktt70,АО «Гипротрубопровод»,ао гипротрубопровод,2,ru,
016vrvb82,Zagaya,zagaya,1,neo,? no longer existing? Website link not active
0176aa147,Petrozavodsk State University,petrozavodsk state university,1,en,
0176aa147,PetrSU,petrsu,2,en,
0176aa147,Петрозаводский государственный университет,петрозаводский государственный университет,2,ru,
0177f9748,SAMBA,samba,2,en,
0177f9748,Society for Ambulatory Anesthesia,society for ambulatory anesthesia,1,en,
017bw3q44,BMI,bmi,10,cs,Březen - měsíc Internetu  
017bw3q44,BMI Association,bmi association,1,cs,
017c99632,D.I. Mendeleyev All-Russian Institute for Metrology,di mendeleyev all-russian institute for metrology,1,en,
017c99632,"VNII metrologii im. D.I.Mendeleeva, lomonosovskoye otdeleniye",vnii metrologii im dimendeleeva lomonosovskoye otdeleniye,2,ru,
017c99632,VNIIM,vniim,10,ru,
017c99632,"ВНИИ метрологии им. Д.И.Менделеева, ломоносовское отделение",внии метрологии им дименделеева ломоносовское отделение,2,ru,
017em7993,Aerocosmos,aerocosmos,1,en,
017em7993,Institute for Scientific Research of Aerospace Monitoring,institute for scientific research of aerospace monitoring,2,en,
017em7993,федеральное государственное бюджетное научное учреждение Научно-исследовательский институт аэрокосмического мониторинга АЭРОКОСМОС,федеральное государственное бюджетное научное учреждение научно-исследовательский институт аэрокосмического мониторинга аэрокосмос,2,ru,
017g28623,Fistulacure,fistulacure,1,en,
017g28623,Garg Fistula Research Institute,garg fistula research institute,2,en,
017g28623,GFRI,gfri,10,en,
017nqsd88,Sampūrānand Samskrit Vișvavidyālaya,sampūrānand samskrit vișvavidyālaya,2,ta,assumed given the tamil script version below
017nqsd88,Sampurnanand Sanskrit University,sampurnanand sanskrit university,2,en,
017nqsd88,Sampurnanand Sanskrit Vishwavidyalaya,sampurnanand sanskrit vishwavidyalaya,1,hi,
017nqsd88,सम्पूर्णानन्द संस्कृत विश्वविद्यालय,सम्पूर्णानन्द संस्कृत विश्वविद्यालय,2,hi,
017nqsd88,சம்பூர்ணானந்து சமசுகிருத பல்கலைக்கழகம்,சம்பூர்ணானந்து சமசுகிருத பல்கலைக்கழகம்,2,ta,
017prpf68,OneGift,onegift,1,neo,
017tgbk05,Universitas Tolosatibus,universitas tolosatibus,2,la,
017tgbk05,Universitat de Tolosa,universitat de tolosa,2,oc,
017tgbk05,Université de Toulouse,université de toulouse,1,fr,
017tgbk05,University of Toulouse,university of toulouse,2,en,
017vypx03,Qatar Biobank,qatar biobank,1,en,
017vypx03,قطر بيوبنك,قطر بيوبنك,2,ar,
0185gtc53,"Drs. Fine, Hoffman & Sims",drs fine hoffman & sims,1,pep,
018bh0m68,Helsinki Institute of Life Science,helsinki institute of life science,2,en,
018bh0m68,HiLIFE,hilife,2,en,
018bh0m68,HiLIFE - Helsinki Institute of Life Science,hilife-helsinki institute of life science,2,en,
018bh0m68,HiLIFE – Elämäntieteiden Instituutti,hilife-elämäntieteiden instituutti,1,fi,
018cj0796,JACL ,jacl,10,en,
018cj0796,Japanese American Citizens League,japanese american citizens league,1,en,
018cj0796,Nikkei Amerikajin Shimin Dōmei,nikkei amerikajin shimin dōmei,2,ja,
018f17m70,Sveučilište Vitez,sveučilište vitez,2,hr,Corrected
018f17m70,Univerzitet Vitez,univerzitet vitez,1,bs,
018k7fz65,Krasuong Sokhaphibal,krasuong sokhaphibal,2,km,
018k7fz65,Ministère de la Santé,ministère de la santé,2,fr,
018k7fz65,Ministry of Health,ministry of health,1,en,
018k7fz65,MoH,moh,10,en,
018k7fz65,ក្រសួងសុខាភិបាល,ក្រសួងសុខាភិបាល,2,km,
018ymm591,Vimhans,vimhans,2,en,"Vidyasagar Institute of Mental Health and Neuro and Allied Science
"
018ymm591,Vimhans PrimaMed Super Speciality Hospital,vimhans primamed super speciality hospital,1,en,
019qf4t38,Mobsya,mobsya,1,neo,
019v7sr25,DEFE,defe,10,fr,
019v7sr25,"Développement Embryonnaire, Fertilité et Environnement",développement embryonnaire fertilité et environnement,1,fr,
019v7sr25,EA3496,ea3496,2,fr,équipe d’accueil
019v7sr25,INSERM U1203,inserm u1203,2,fr,
019w2q474,Kanti Baal Aspatal,kanti baal aspatal,2,ne,
019w2q474,Kanti Children's Hospital,kanti children’s hospital,1,en,
01a4m6398,Fahe,fahe,1,en,
01a4m6398,Federation Of Appalachian Housing Enterprises,federation of appalachian housing enterprises,2,en,
01a6bf324,Ofogh Koorosh Chain Stores,ofogh koorosh chain stores,1,en,
01a6bf324,OKCS,okcs,10,en,
01a6bf324,فروشگاه های زنجیره ای افق کوروش,فروشگاه های زنجیره ای افق کوروش,2,fa,
01aaarj75,Baboro,baboro,1,ga,"Meaning unclear, presumed gaelic? May be a neologism"
01aaarj75,Baboró International Arts Festival for Children,baboró international arts festival for children,2,en,
01afz2176,UNIFACS,unifacs,2,pt,Universidade Faculdade Salvador 
01afz2176,Universidade Salvador,universidade salvador,1,pt,
01agawy76,Beth Mardutho,beth mardutho,1,syc," a “place of learning,” in Syriac"
01agawy76,Beth Mardutho: The Syriac Institute,beth mardutho: the syriac institute,2,en,
01agawy76,SyrCOM,syrcom,10,en,
01agawy76,Syriac Computing Institute,syriac computing institute,2,en,
01an1rj90,Sakura Bank,sakura bank,2,cm,"Previous name, Commercial bank, existed 1990 – 2001"
01an1rj90,SMBC,smbc,10,cm,
01an1rj90,Sumitomo Mitsui Banking Corporation,sumitomo mitsui banking corporation,1,cm,Corrected
01an1rj90,The Sakura Bank,the sakura bank,2,cm,In 2001 merged with the Sumitomo Bank in 2001 to form the Sumitomo Mitsui Banking Corporation 
01an1rj90,三井住友銀行,三井住友銀行,2,cm,Corrected
01awdtn69,China Cartographic Publishing House,china cartographic publishing house,2,en,
01awdtn69,SinoMaps Press,sinomaps press,1,en,
01awdtn69,中国地图出版社,中国地图出版社,2,zh,
01b003q34,Sokrat,sokrat,1,pep,from Socrates
01b6d9h22,KB Merkur,kb merkur,2,hr,
01b6d9h22,Klinička bolnica Merkur,klinička bolnica merkur,1,hr,
01b8wwr26,Clinical Hospital Center Dr Dragiša Mišović Dedinje,clinical hospital center dr dragiša mišović dedinje,2,en,
01b8wwr26,KBC Dr Dragisa Misovic-Dedinje,kbc dr dragisa misovic-dedinje,2,sr,
01b8wwr26,University Hospital Center Dr Dragiša Mišović,university hospital center dr dragiša mišović,1,en,
01b8wwr26,Клиничко-болнички центар Др Драгиша Мишовић-Дедиње,клиничко-болнички центар др драгиша мишовић-дедиње,2,sr,
01b9zn241,WHY,why,10,en,
01b9zn241,WhyHunger,whyhunger,1,en,
01b9zn241,World Hunger Year,world hunger year,2,en,
01bj4fd12,Inserm 1293,inserm 1293,2,fr,
01bj4fd12,Laboratoire de Biologie et Modélisation de la Cellule,laboratoire de biologie et modélisation de la cellule,1,fr,
01bj4fd12,Laboratoire de Biologie Moléculaire de la Cellule,laboratoire de biologie moléculaire de la cellule,2,fr,
01bj4fd12,Laboratory of Biology and Modeling of the Cell,laboratory of biology and modeling of the cell,2,en,
01bj4fd12,LBMC,lbmc,10,gen,
01bj4fd12,UMR 5239,umr 5239,2,fr,
01bkx5q50,Centre for Technological Research of Crete,centre for technological research of crete,1,en,
01bkx5q50,CTR-Crete,ctr-crete,2,en,
01bnkr993,Tashkent Medical Academy Urgench Branch,tashkent medical academy urgench branch,1,en,
01bnkr993,TMA Urgench Branch,tma urgench branch,2,en,
01bnkr993,Toshkent tibbiyot akademiyasi Urganch filiali,toshkent tibbiyot akademiyasi urganch filiali,2,uz,
01bnkr993,TTA Urganch filiali,tta urganch filiali,2,uz,
01bnkr993,Ургенчский филиал Ташкентской медицинской академии,ургенчский филиал ташкентской медицинской академии,2,ru,
01bnkr993,Ургенчский филиал ТМА,ургенчский филиал тма,2,ru,
01brtaa74,Kani City Sunan Junior High School,kani city sunan junior high school,1,en,
01brtaa74,Sonan JHS,sonan jhs,2,en,
01brtaa74,Sonan Junior High School,sonan junior high school,2,en,
01brtaa74,蘇南中学校,蘇南中学校,2,ja,
01byxa330,Navdanya,navdanya,1,hi,"""Navdanya"" means ""nine crops"" that represent India's collective source of food security "
01bz5gk50,Paraprofessional Healthcare Institute,paraprofessional healthcare institute,2,en,
01bz5gk50,PHI,phi,1,en,
01cahbt32,Centre Régional Songhaï,centre régional songhaï,2,fr,
01cahbt32,Regional Center Songhaï,regional center songhaï,2,fr,
01cahbt32,Songhai,songhai,1,gep,"“Songhai, named after the prestigious West African Empire of the 14th century”"
01camqg73,Tana Forum,tana forum,2,en,
01camqg73,Tana High-Level Forum on Security in Africa,tana high-level forum on security in africa,1,en,
01cfpzw88,Deutsches Institut für Japanstudien Tokyo,deutsches institut für japanstudien tokyo,1,de,
01cfpzw88,DIJ Tokyo,dij tokyo,2,de,
01cfpzw88,DIJT,dijt,10,de,
01cfpzw88,German Institute for Japanese Studies,german institute for japanese studies,2,en,
01cfpzw88,ドイツ日本研究所,ドイツ日本研究所,2,ja,
01cm93p29,FPDM,fpdm,10,en,
01cm93p29,Fukui Ken-ritsu Kyōryū Hakubutsukan,fukui ken-ritsu kyōryū hakubutsukan,2,ja,
01cm93p29,Fukui Prefectural Dinosaur Museum,fukui prefectural dinosaur museum,1,en,
01cm93p29,福井県立恐竜博物館,福井県立恐竜博物館,2,ja,
01cqd9q31,Cibles et Médicaments des Infections et de l'Immunité,cibles et médicaments des infections et de l’immunité,1,fr,
01cqd9q31,IICiMed,iicimed,2,fr,
01cyq8n55,Asia University,asia university,1,en,
01cyq8n55,Koa Senmon Gakko,koa senmon gakko,2,ja,
01cyq8n55,亜細亜大学,亜細亜大学,2,ja,
01d0fc168,ESFRI ERIC,esfri eric,2,en,Not an organisation specific name – there are many ESFRI ERICS
01d0fc168,ICOS,icos,10,en,
01d0fc168,Integrated Carbon Observation System,integrated carbon observation system,1,en,
01d1kv753,SPring-8,spring-8,1,en,
01d1kv753,Super Photon Ring – 8 GeV,super photon ring-8 gev,2,en,
01d1kv753,国立研究開発法人理化学研究所放射光科学研究センター,国立研究開発法人理化学研究所放射光科学研究センター,2,ja,
01d28vn04,KiNNO,kinno,1,en,
01d28vn04,Knowledge And Innovation Intermediates Consultant,knowledge and innovation intermediates consultant,2,en,
01d7n9638,International Thermonuclear Experimental Reactor,international thermonuclear experimental reactor,2,en,
01d7n9638,ITER,iter,1,en,
01d7n9638,The Way,the way,2,en,
01dcefd69,WiKim,wikim,2,en,
01dcefd69,World Institute of Kimchi,world institute of kimchi,1,en,
01dcefd69,세계김치연구소,세계김치연구소,2,ko,
01de7ab51,GB,gb,10,bn,
01de7ab51,Gono Bishwabidyalay,gono bishwabidyalay,2,bn,
01de7ab51,Gono University,gono university,1,en,
01de7ab51,গণবিশ্ববিদ্যালয়,গণবিশ্ববিদ্যালয়,2,bn,
01dsgn298,Al Kasaba Theatre,al kasaba theatre,2,en,
01dsgn298,Al-Kasaba Theatre & Cinematheque,Al-kasaba theatre & cinematheque,1,en,
01dsgn298,مسرح وسينماتك القصبة,مسرح وسينماتك القصبة,2,ar,
01dspch42,Amiri Diwan,amiri diwan,1,ar,
01dspch42,الديوان الأميري,الديوان الأميري,2,ar,
01dyja912,Ferarihs,ferarihs,1,neo,"Ferarihs-Health Ltd, health promotiopn company"
01e17wh10,Vikas Samvad,vikas samvad,1,hi,
01e17wh10,Vikas Samvad Samiti,vikas samvad samiti,2,hi,Means ‘development dialogue committee’
01e17wh10,VSS,vss,10,hi,
01e2kx306,Stichting Handbike Events,stichting handbike events,1,"nl, en",stichting is Diutch for Foundation
01ec0jk73,Ecole Supérieure de Technologie de Safi,ecole supérieure de technologie de safi,1,fr,
01ec0jk73,ESTS,ests,10,fr,
01ec0jk73,ESTS Safi,ests safi,2,fr,
01ec0jk73,Graduate School of Technology of Safi,graduate school of technology of safi,2,en,
01egfqj98,Sanskriti Samvardhan Mandal,sanskriti samvardhan mandal,1,hi,Means ‘cultural promotion board’
01egfqj98,SSM,ssm,10,hi,
01emnh554,Saga-Ken Medical Centre Koseikan,saga-ken medical centre koseikan,1,en,
01emnh554,佐賀県医療センター好生館,佐賀県医療センター好生館,2,ja,
01eq8c489,Gernali Huspatal,gernali huspatal,2,ur,
01eq8c489,Lady Reading Hospital,lady reading hospital,1,en,
01eq8c489,Loye Huspatal,loye huspatal,2,ur,
01eq8c489,LRH,lrh,10,en,
01etbpd39,SSC,ssc,10,en,
01etbpd39,St. Scho,st scho,2,en,
01etbpd39,St. Scholastica's College,st scholastica’s college,1,en,
01f4y0525,CMS Bharapur,cms bharapur,2,en,
01f4y0525,College of Medical Sciences,college of medical sciences,1,en,
01f7dp456,Daehanmingung Sikpumuiyakpumanjeoncheo,daehanmingung sikpumuiyakpumanjeoncheo,2,ko,
01f7dp456,KFDA,kfda,10,en,
01f7dp456,Korea Food & Drug Administration,korea food & drug administration,2,en,Name previous to 2013
01f7dp456,MFDS,mfds,10,en,
01f7dp456,Ministry of Food and Drug Safety,ministry of food and drug safety,1,en,
01fe6wg83,All Russian Research Institute of Geology and Mineral Resources of the World Ocean,all russian research institute of geology and mineral resources of the world ocean,1,en,
01fe6wg83,VNIIOkeangeologia,vniiokeangeologia,2,ru,
01fe6wg83,ВНИИОкеангеология,внииокеангеология,2,ru,
01fmj4m76,Urban Tilth,urban tilth,1,en,
01fpe8896,P-mat,p-mat,1,neo,
01ftfrf48,Gidropribor,gidropribor,1,ru,
01ftfrf48,JSC Concern Marine Underwater Weapons-Gidropribor,jsc concern marine underwater weapons-gidropribor,2,en,
01ftfrf48,Гидроприбор,гидроприбор,2,ru,
01fv8s797,JobTrain,jobtrain,1,en,
01fv8s797,OIC West,oic west,2,en,Previous name (1965 – 2007) OIC = Opportunities Industrialization Center
01fv8s797,OICW,oicw,2,en,Previous name (1965 – 2007)
01fz2q334,Bituah Leumi,bituah leumi,2,he,
01fz2q334,National Insurance Institute of Israel,national insurance institute of israel,1,en,
01fz2q334,NII,nii,10,en,
01fz2q334,המוסד לביטוח לאומי,המוסד לביטוח לאומי,2,he,
01g087661,Analyses Recherches Et Innovation Instrumentale,analyses recherches et innovation instrumentale,2,fr,
01g087661,AR2i,ar2i,1,fr,
01g0bw002,GTG,gtg,10,ru,
01g0bw002,State Tretyakov Gallery,state tretyakov gallery,2,en,
01g0bw002,Tretyakov Gallery,tretyakov gallery,1,en,
01g0bw002,Государственная Третьяковская Галерея,государственная третьяковская галерея,2,ru,
01g2p9a25,Rhize,rhize,1,neo,rhize.org ?? different from rhize.com
01g5y5k24,High Energy Accelerator Research Organization,high energy accelerator research organization,1,en,
01g5y5k24,KEK,kek,10,ja,
01g5y5k24,Ko Enerugi Kasokuki Kenkyu Kiko,ko enerugi kasokuki kenkyu kiko,2,ja,
01g5y5k24,Kō Enerugī Kasokuki Kenkyū Kikō,kō enerugī kasokuki kenkyū kikō,2,ja,
01g5y5k24,Kou Enerugii Kasokuki Kenkyuu Kikou,kou enerugii kasokuki kenkyuu kikou,2,ja,
01g5y5k24,コウエネルギーカソクキケンキュウキコウ,コウエネルギーカソクキケンキュウキコウ,2,ja,
01g5y5k24,こうエネルギーかそくきけんきゅうきこう,こうエネルギーかそくきけんきゅうきこう,2,ja,
01g5y5k24,大学共同利用機関法人高エネルギー加速器研究機構,大学共同利用機関法人高エネルギー加速器研究機構,2,ja,
01g5y5k24,高エネルギー加速器研究機構,高エネルギー加速器研究機構,2,ja,
01gehdq90,Ben-Zvi Institute,ben-zvi institute,2,en,Ben-Zvi was an israeli president
01gehdq90,Yad Ben Zvi,yad ben zvi,1,he,
01gf4rc63,Fundación Prodintec,fundación prodintec,1,es,
01gf4rc63,Prodintec,prodintec,2,neo,
01gf4rc63,Prodintec Foundation,prodintec foundation,2,en,
01gktk238,Velikie Luki State Academy of Physical Culture and Sports,velikie luki state academy of physical culture and sports,1,en,
01gktk238,VLGAFK,vlgafk,2,ru,
01gktk238,Великолукская государственная академия физической культуры и спорта,великолукская государственная академия физической культуры и спорта,2,ru,
01gnjkm30,Kapteyn Murnane Laboratories,kapteyn murnane laboratories,1,en,
01gnjkm30,KMLabs,kmlabs,2,en,
01gw3vg45,Kupu,kupu,1,neo,Supposed to be a Honolulu based TV station. Web site goes to a vietnamese cock fighting site!
01h2p6e89,Scriptorium,scriptorium,1,la,
01h4bh480,RCSI-Bahrain,rcsi-bahrain,2,en,
01h4bh480,RCSI-MUB,rcsi-mub,2,en,
01h4bh480,Royal College of Surgeons in Ireland - Bahrain,royal college of surgeons in ireland - bahrain,1,en,
01h4bh480,Royal College of Surgeons in Ireland - Medical University of Bahrain,royal college of surgeons in ireland - medical university of bahrain,2,en,
01h4bh480,جامعة البحرين الطبية,جامعة البحرين الطبية,2,ar,
01h55mk94,AKU Patna,aku patna,2,en,
01h55mk94,Aryabhatta Knowledge University,aryabhatta knowledge university,1,en,
01h55mk94,आर्यभट्ट ज्ञान विश्वविद्यालय,आर्यभट्ट ज्ञान विश्वविद्यालय,2,hi,
01h724050,CI2,ci2,1,neo,No derivation found
01h9x6t73,ROSA,rosa,1,gen,
01hbm5940,Jiangxi Maternal and Child Health Hospital,jiangxi maternal and child health hospital,1,en,
01hbm5940,Jiangxi MCH,jiangxi mch,2,en,
01hbm5940,江西省妇幼保健院,江西省妇幼保健院,2,zh,
01hffx244,Finnish Innovation Fund,finnish innovation fund,2,en,
01hffx244,Sitra,sitra,1,fi,
01hffx244,Suomen itsenäisyyden juhlarahasto,suomen itsenäisyyden juhlarahasto,2,fi,
01hk19p23,INHS Asvini,inhs asvini,1,en,INHS = Indian Naval Hospital Ship  
01hnfza55,Asahi Shimbun Company (Japan),asahi shimbun company japan,1,cm,A newspaper
01hnfza55,朝日新聞社,朝日新聞社,2,ja,
01j59hh13,Banco de Cabo Verde,banco de cabo verde,2,pt,
01j59hh13,Bank of Cape Verde,bank of cape verde,1,en,
01j5adv11,AA Consortium,aa consortium,2,en,
01j5adv11,AAC,aac,10,en,
01j5adv11,Authorised Association Consortium,authorised association consortium,1,en,
01j8jme87,ASPK,aspk,1,cs,akreditačního střediska laboratoří pro zkoušky při provádění pozemních komunikací (AS-PK)
01jbc0c43,Shenzhen CDC,shenzhen cdc,2,en,
01jbc0c43,Shenzhen Center for Disease Control and Prevention,shenzhen center for disease control and prevention,1,en,
01jbc0c43,深圳市疾病预防控制中心,深圳市疾病预防控制中心,2,zh,
01jc6t452,DAI,dai,10,ar,
01jc6t452,Dar al Athar al Islamiyyah,dar al athar al islamiyyah,1,ar,
01jc6t452,مركز الأمريكاني الثقافي - دار الآثار الإسلامية,مركز الأمريكاني الثقافي - دار الآثار الإسلامية,2,ar,
01jemb993,"Federal State Institution of Science Institute of Chemical Physics. NN Semenov, Russian Academy of Sciences",federal state institution of science institute of chemical physics nn semenov russian academy of sciences,2,en,
01jemb993,ICP,icp,10,en,
01jemb993,Semenov ICP,semenov icp,2,en,
01jemb993,Semenov Institute of Chemical Physics,semenov institute of chemical physics,1,en,
01jemb993,Институт химической физики имени Н. Н. Семёнова,институт химической физики имени н н семёнова,2,ru,
01jet5112,Say Yes,say yes,2,en,
01jet5112,Say Yes to Education,say yes to education,1,en,
01jygxx11,ThedaCare,thedacare,1,neo,
01k1azd31,Kumamotorōsai Hospital,kumamotorōsai hospital,2,en,
01k1azd31,Kumamotorosaibyoin,kumamotorosaibyoin,1,ja,
01k1azd31,熊本労災病院,熊本労災病院,2,ja,
01k8bwd50,National Research Data Infrastructure for Immunology,national research data infrastructure for immunology,2,en,
01k8bwd50,Nationale Forschungsdateninfrastruktur für Immunologie,nationale forschungsdateninfrastruktur für immunologie,2,de,
01k8bwd50,NFDI4Immuno,nfdi4immuno,1,de,
01k8vtd75,Gāmaʿat al-Mansoura,gāma’at al-mansoura,2,ar,
01k8vtd75,Mansoura University,mansoura university,1,en,
01k8vtd75,جامعة المنصورة,جامعة المنصورة,2,ar,
01k9z4a50,NFDI for Catalysis-Related Sciences,nfdi for catalysis-related sciences,2,en,
01k9z4a50,NFDI für Wissenschaften mit Bezug zur Katalyse,nfdi für wissenschaften mit bezug zur katalyse,2,de,
01k9z4a50,NFDI4Cat,nfdi4cat,1,de,
01kde4v59,EIT Food,eit food,1,en,
